run_id,software_status,phase,workload_id,paired_block_id,baseline,baseline_order,order_position,seed,warmup_count,operation_count,process_pid,start_utc,end_utc,process_wall_ms,run_duration_ms,m7_sum_ms,m7_p50_ms,m7_p95_ms,m7_p99_ms,m0_p50_ms,m1_p50_ms,m2_p50_ms,m3_p50_ms,m4_p50_ms,m5_p50_ms,m6_p50_ms,source_fhir_bytes_median,audit_projection_bytes_median,trust_evidence_envelope_bytes_median,complete_portable_envelope_bytes_median,signature_material_bytes_median,receipt_bytes_median,inclusion_proof_bytes_median,total_application_bytes_median,storage_proxy_final_bytes,valid_cases,validation_failures,verification_failures,expected_invalid_cases,expected_invalid_rejections,false_accepts,false_rejects,retry_count,source_sha256,source_digest_preserved,payload_exclusion_findings,passed
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R011,B0,B1>B0>B2,2,2026172316,8,128,2403,2026-07-23T14:08:13.280Z,2026-07-23T14:08:13.381Z,398.862015000,101.459808000,100.230049000,0.785037000,0.811867000,0.827050000,0.784140000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,0,0,0,0,0,0,5131,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R011,B2,B1>B0>B2,3,2026172316,8,128,2404,2026-07-23T14:08:13.680Z,2026-07-23T14:08:14.976Z,1596.508759000,1295.735066000,1263.028810000,9.836744000,10.237800000,11.098687000,0.873085000,2.007425000,1.085438000,0.491486000,1.505699000,1.166475000,2.709365000,5131,11858,3148,4347,330,1180,310,21336,215339,128,0,0,1,1,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R012,B0,B0>B2>B1,1,2026172317,8,128,2405,2026-07-23T14:08:15.281Z,2026-07-23T14:08:15.383Z,402.909693000,101.985841000,100.759471000,0.784422000,0.818287000,0.848210000,0.783371000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,0,0,0,0,0,0,5131,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R012,B2,B0>B2>B1,2,2026172317,8,128,2406,2026-07-23T14:08:15.682Z,2026-07-23T14:08:17.000Z,1619.018821000,1317.797650000,1284.068323000,9.880985000,10.775540000,14.175655000,0.878883000,2.023482000,1.076737000,0.494238000,1.500326000,1.180596000,2.714789000,5131,11858,3148,4347,330,1180,310,21336,215339,128,0,0,1,1,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R012,B1,B0>B2>B1,3,2026172317,8,128,2408,2026-07-23T14:08:17.305Z,2026-07-23T14:08:17.683Z,679.099031000,378.322076000,353.329947000,2.759322000,2.840632000,2.882275000,0.803023000,1.956627000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,11858,0,0,0,0,0,16989,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R013,B1,B1>B2>B0,1,2026172318,8,128,2409,2026-07-23T14:08:17.984Z,2026-07-23T14:08:18.362Z,677.141608000,378.368969000,353.384955000,2.764293000,2.827680000,2.965268000,0.802897000,1.958651000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,11858,0,0,0,0,0,16989,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R013,B2,B1>B2>B0,2,2026172318,8,128,2410,2026-07-23T14:08:18.659Z,2026-07-23T14:08:19.953Z,1593.247129000,1294.134395000,1260.516764000,9.804561000,10.100855000,11.559234000,0.874083000,2.010145000,1.073521000,0.491188000,1.487547000,1.161523000,2.693787000,5131,11858,3148,4347,330,1180,310,21336,215339,128,0,0,1,1,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R013,B0,B1>B2>B0,3,2026172318,8,128,2411,2026-07-23T14:08:20.253Z,2026-07-23T14:08:20.356Z,398.703663000,102.627250000,101.391265000,0.786037000,0.869307000,0.897066000,0.785314000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,0,0,0,0,0,0,5131,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R014,B0,B0>B1>B2,1,2026172319,8,128,2413,2026-07-23T14:08:20.655Z,2026-07-23T14:08:20.758Z,401.050743000,102.826172000,101.581035000,0.792256000,0.826512000,0.866724000,0.791391000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,0,0,0,0,0,0,5131,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R014,B1,B0>B1>B2,2,2026172319,8,128,2414,2026-07-23T14:08:21.058Z,2026-07-23T14:08:21.434Z,675.159645000,376.458634000,351.293198000,2.737433000,2.859658000,3.073016000,0.794031000,1.942783000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,11858,0,0,0,0,0,16989,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
